data,timeStamp,dataType,units,sensorType,supervisorID
17.45,03/22/2020-23:43:40,Temperature,C,BME280,2
34.95,03/22/2020-23:43:40,Humidity,%,BME280,2
840.67,03/22/2020-23:43:40,Pressure,hPa,BME280,2
1547.75,03/22/2020-23:43:40,Elevation,m,BME280,2
204.4422009,03/22/2020-17:43:40,solar irradiance,w/m^2,ADC1115_Pyra,1
0.0405,03/22/2020-17:43:40,raw Voltage,V,ADC1115_Pyra,1
17.46,03/22/2020-23:43:41,Temperature,C,BME280,2
34.83,03/22/2020-23:43:41,Humidity,%,BME280,2
840.63,03/22/2020-23:43:41,Pressure,hPa,BME280,2
1547.75,03/22/2020-23:43:41,Elevation,m,BME280,2
203.180212,03/22/2020-17:43:41,solar irradiance,w/m^2,ADC1115_Pyra,1
0.04025,03/22/2020-17:43:41,raw Voltage,V,ADC1115_Pyra,1
17.45,03/22/2020-23:43:42,Temperature,C,BME280,2
35.13,03/22/2020-23:43:42,Humidity,%,BME280,2
840.52,03/22/2020-23:43:42,Pressure,hPa,BME280,2
1548.41,03/22/2020-23:43:42,Elevation,m,BME280,2
203.180212,03/22/2020-17:43:42,solar irradiance,w/m^2,ADC1115_Pyra,1
0.04025,03/22/2020-17:43:42,raw Voltage,V,ADC1115_Pyra,1
17.46,03/22/2020-23:43:43,Temperature,C,BME280,2
35.1,03/22/2020-23:43:43,Humidity,%,BME280,2
840.64,03/22/2020-23:43:43,Pressure,hPa,BME280,2
1547.97,03/22/2020-23:43:43,Elevation,m,BME280,2
203.8112065,03/22/2020-17:43:43,solar irradiance,w/m^2,ADC1115_Pyra,1
0.040375,03/22/2020-17:43:43,raw Voltage,V,ADC1115_Pyra,1
17.46,03/22/2020-23:43:44,Temperature,C,BME280,2
34.87,03/22/2020-23:43:44,Humidity,%,BME280,2
840.59,03/22/2020-23:43:44,Pressure,hPa,BME280,2
1547.72,03/22/2020-23:43:44,Elevation,m,BME280,2
203.8112065,03/22/2020-17:43:44,solar irradiance,w/m^2,ADC1115_Pyra,1
0.040375,03/22/2020-17:43:44,raw Voltage,V,ADC1115_Pyra,1
204.4422009,03/22/2020-17:43:45,solar irradiance,w/m^2,ADC1115_Pyra,1
0.0405,03/22/2020-17:43:45,raw Voltage,V,ADC1115_Pyra,1
17.45,03/22/2020-23:43:45,Temperature,C,BME280,2
35.02,03/22/2020-23:43:45,Humidity,%,BME280,2
840.74,03/22/2020-23:43:45,Pressure,hPa,BME280,2
1546.79,03/22/2020-23:43:45,Elevation,m,BME280,2
203.8112065,03/22/2020-17:43:46,solar irradiance,w/m^2,ADC1115_Pyra,1
0.040375,03/22/2020-17:43:46,raw Voltage,V,ADC1115_Pyra,1
17.45,03/22/2020-23:43:47,Temperature,C,BME280,2
35.09,03/22/2020-23:43:47,Humidity,%,BME280,2
840.57,03/22/2020-23:43:47,Pressure,hPa,BME280,2
1548.3,03/22/2020-23:43:47,Elevation,m,BME280,2
203.8112065,03/22/2020-17:43:47,solar irradiance,w/m^2,ADC1115_Pyra,1
0.040375,03/22/2020-17:43:47,raw Voltage,V,ADC1115_Pyra,1
17.46,03/22/2020-23:43:48,Temperature,C,BME280,2
35.09,03/22/2020-23:43:48,Humidity,%,BME280,2
840.78,03/22/2020-23:43:48,Pressure,hPa,BME280,2
1546.62,03/22/2020-23:43:48,Elevation,m,BME280,2
203.8112065,03/22/2020-17:43:48,solar irradiance,w/m^2,ADC1115_Pyra,1
0.040375,03/22/2020-17:43:48,raw Voltage,V,ADC1115_Pyra,1
17.46,03/22/2020-23:43:49,Temperature,C,BME280,2
35.1,03/22/2020-23:43:49,Humidity,%,BME280,2
840.7,03/22/2020-23:43:49,Pressure,hPa,BME280,2
1547.08,03/22/2020-23:43:49,Elevation,m,BME280,2
203.180212,03/22/2020-17:43:49,solar irradiance,w/m^2,ADC1115_Pyra,1
0.04025,03/22/2020-17:43:49,raw Voltage,V,ADC1115_Pyra,1
17.45,03/22/2020-23:43:50,Temperature,C,BME280,2
34.88,03/22/2020-23:43:50,Humidity,%,BME280,2
840.62,03/22/2020-23:43:50,Pressure,hPa,BME280,2
1547.95,03/22/2020-23:43:50,Elevation,m,BME280,2
203.180212,03/22/2020-17:43:50,solar irradiance,w/m^2,ADC1115_Pyra,1
0.04025,03/22/2020-17:43:50,raw Voltage,V,ADC1115_Pyra,1
17.45,03/22/2020-23:43:51,Temperature,C,BME280,2
35.12,03/22/2020-23:43:51,Humidity,%,BME280,2
840.68,03/22/2020-23:43:51,Pressure,hPa,BME280,2
1547.05,03/22/2020-23:43:51,Elevation,m,BME280,2
203.8112065,03/22/2020-17:43:51,solar irradiance,w/m^2,ADC1115_Pyra,1
0.040375,03/22/2020-17:43:51,raw Voltage,V,ADC1115_Pyra,1
17.45,03/22/2020-23:43:53,Temperature,C,BME280,2
34.88,03/22/2020-23:43:53,Humidity,%,BME280,2
840.7,03/22/2020-23:43:53,Pressure,hPa,BME280,2
1547.05,03/22/2020-23:43:53,Elevation,m,BME280,2
202.5492176,03/22/2020-17:43:53,solar irradiance,w/m^2,ADC1115_Pyra,1
0.040125,03/22/2020-17:43:53,raw Voltage,V,ADC1115_Pyra,1
203.180212,03/22/2020-17:43:54,solar irradiance,w/m^2,ADC1115_Pyra,1
0.04025,03/22/2020-17:43:54,raw Voltage,V,ADC1115_Pyra,1
17.45,03/22/2020-23:43:54,Temperature,C,BME280,2
34.85,03/22/2020-23:43:54,Humidity,%,BME280,2
840.63,03/22/2020-23:43:54,Pressure,hPa,BME280,2
1547.61,03/22/2020-23:43:54,Elevation,m,BME280,2
203.180212,03/22/2020-17:43:55,solar irradiance,w/m^2,ADC1115_Pyra,1
0.04025,03/22/2020-17:43:55,raw Voltage,V,ADC1115_Pyra,1
17.45,03/22/2020-23:43:55,Temperature,C,BME280,2
34.89,03/22/2020-23:43:55,Humidity,%,BME280,2
840.63,03/22/2020-23:43:55,Pressure,hPa,BME280,2
1547.67,03/22/2020-23:43:55,Elevation,m,BME280,2
203.180212,03/22/2020-17:43:56,solar irradiance,w/m^2,ADC1115_Pyra,1
0.04025,03/22/2020-17:43:56,raw Voltage,V,ADC1115_Pyra,1
17.44,03/22/2020-23:43:56,Temperature,C,BME280,2
35,03/22/2020-23:43:56,Humidity,%,BME280,2
840.74,03/22/2020-23:43:56,Pressure,hPa,BME280,2
1547.07,03/22/2020-23:43:56,Elevation,m,BME280,2
203.180212,03/22/2020-17:43:57,solar irradiance,w/m^2,ADC1115_Pyra,1
0.04025,03/22/2020-17:43:57,raw Voltage,V,ADC1115_Pyra,1
17.45,03/22/2020-23:43:57,Temperature,C,BME280,2
35.05,03/22/2020-23:43:57,Humidity,%,BME280,2
840.78,03/22/2020-23:43:57,Pressure,hPa,BME280,2
1546.46,03/22/2020-23:43:57,Elevation,m,BME280,2
203.180212,03/22/2020-17:43:58,solar irradiance,w/m^2,ADC1115_Pyra,1
0.04025,03/22/2020-17:43:58,raw Voltage,V,ADC1115_Pyra,1
17.45,03/22/2020-23:43:58,Temperature,C,BME280,2
34.9,03/22/2020-23:43:58,Humidity,%,BME280,2
840.71,03/22/2020-23:43:58,Pressure,hPa,BME280,2
1547.02,03/22/2020-23:43:58,Elevation,m,BME280,2
203.180212,03/22/2020-17:43:59,solar irradiance,w/m^2,ADC1115_Pyra,1
0.04025,03/22/2020-17:43:59,raw Voltage,V,ADC1115_Pyra,1
17.44,03/22/2020-23:44:00,Temperature,C,BME280,2
34.94,03/22/2020-23:44:00,Humidity,%,BME280,2
840.52,03/22/2020-23:44:00,Pressure,hPa,BME280,2
1548.71,03/22/2020-23:44:00,Elevation,m,BME280,2
202.5492176,03/22/2020-17:44:00,solar irradiance,w/m^2,ADC1115_Pyra,1
0.040125,03/22/2020-17:44:00,raw Voltage,V,ADC1115_Pyra,1
202.5492176,03/22/2020-17:44:01,solar irradiance,w/m^2,ADC1115_Pyra,1
0.040125,03/22/2020-17:44:01,raw Voltage,V,ADC1115_Pyra,1
17.45,03/22/2020-23:44:01,Temperature,C,BME280,2
35.06,03/22/2020-23:44:01,Humidity,%,BME280,2
840.6,03/22/2020-23:44:01,Pressure,hPa,BME280,2
1548.45,03/22/2020-23:44:01,Elevation,m,BME280,2
201.9182231,03/22/2020-17:44:02,solar irradiance,w/m^2,ADC1115_Pyra,1
0.04,03/22/2020-17:44:02,raw Voltage,V,ADC1115_Pyra,1
17.44,03/22/2020-23:44:02,Temperature,C,BME280,2
34.84,03/22/2020-23:44:02,Humidity,%,BME280,2
840.6,03/22/2020-23:44:02,Pressure,hPa,BME280,2
1547.66,03/22/2020-23:44:02,Elevation,m,BME280,2
201.9182231,03/22/2020-17:44:03,solar irradiance,w/m^2,ADC1115_Pyra,1
0.04,03/22/2020-17:44:03,raw Voltage,V,ADC1115_Pyra,1
17.44,03/22/2020-23:44:03,Temperature,C,BME280,2
34.9,03/22/2020-23:44:03,Humidity,%,BME280,2
840.59,03/22/2020-23:44:03,Pressure,hPa,BME280,2
1548.09,03/22/2020-23:44:03,Elevation,m,BME280,2
201.2872287,03/22/2020-17:44:04,solar irradiance,w/m^2,ADC1115_Pyra,1
0.039875,03/22/2020-17:44:04,raw Voltage,V,ADC1115_Pyra,1
17.45,03/22/2020-23:44:04,Temperature,C,BME280,2
35.09,03/22/2020-23:44:04,Humidity,%,BME280,2
840.55,03/22/2020-23:44:04,Pressure,hPa,BME280,2
1548.81,03/22/2020-23:44:04,Elevation,m,BME280,2
202.5492176,03/22/2020-17:44:05,solar irradiance,w/m^2,ADC1115_Pyra,1
0.040125,03/22/2020-17:44:05,raw Voltage,V,ADC1115_Pyra,1
17.43,03/22/2020-23:44:05,Temperature,C,BME280,2
34.88,03/22/2020-23:44:05,Humidity,%,BME280,2
840.51,03/22/2020-23:44:05,Pressure,hPa,BME280,2
1548.52,03/22/2020-23:44:05,Elevation,m,BME280,2
202.5492176,03/22/2020-17:44:06,solar irradiance,w/m^2,ADC1115_Pyra,1
0.040125,03/22/2020-17:44:06,raw Voltage,V,ADC1115_Pyra,1
17.44,03/22/2020-23:44:07,Temperature,C,BME280,2
34.92,03/22/2020-23:44:07,Humidity,%,BME280,2
840.6,03/22/2020-23:44:07,Pressure,hPa,BME280,2
1547.7,03/22/2020-23:44:07,Elevation,m,BME280,2
202.5492176,03/22/2020-17:44:07,solar irradiance,w/m^2,ADC1115_Pyra,1
0.040125,03/22/2020-17:44:07,raw Voltage,V,ADC1115_Pyra,1
201.9182231,03/22/2020-17:44:08,solar irradiance,w/m^2,ADC1115_Pyra,1
0.04,03/22/2020-17:44:08,raw Voltage,V,ADC1115_Pyra,1
17.44,03/22/2020-23:44:08,Temperature,C,BME280,2
35.06,03/22/2020-23:44:08,Humidity,%,BME280,2
840.58,03/22/2020-23:44:08,Pressure,hPa,BME280,2
1548.17,03/22/2020-23:44:08,Elevation,m,BME280,2
202.5492176,03/22/2020-17:44:09,solar irradiance,w/m^2,ADC1115_Pyra,1
0.040125,03/22/2020-17:44:09,raw Voltage,V,ADC1115_Pyra,1
17.44,03/22/2020-23:44:09,Temperature,C,BME280,2
34.78,03/22/2020-23:44:09,Humidity,%,BME280,2
840.66,03/22/2020-23:44:09,Pressure,hPa,BME280,2
1547.11,03/22/2020-23:44:09,Elevation,m,BME280,2
203.180212,03/22/2020-17:44:10,solar irradiance,w/m^2,ADC1115_Pyra,1
0.04025,03/22/2020-17:44:10,raw Voltage,V,ADC1115_Pyra,1
17.44,03/22/2020-23:44:10,Temperature,C,BME280,2
35.06,03/22/2020-23:44:10,Humidity,%,BME280,2
840.67,03/22/2020-23:44:10,Pressure,hPa,BME280,2
1547.25,03/22/2020-23:44:10,Elevation,m,BME280,2
202.5492176,03/22/2020-17:44:11,solar irradiance,w/m^2,ADC1115_Pyra,1
0.040125,03/22/2020-17:44:11,raw Voltage,V,ADC1115_Pyra,1
17.45,03/22/2020-23:44:11,Temperature,C,BME280,2
34.98,03/22/2020-23:44:11,Humidity,%,BME280,2
840.72,03/22/2020-23:44:11,Pressure,hPa,BME280,2
1547.12,03/22/2020-23:44:11,Elevation,m,BME280,2
203.180212,03/22/2020-17:44:12,solar irradiance,w/m^2,ADC1115_Pyra,1
0.04025,03/22/2020-17:44:12,raw Voltage,V,ADC1115_Pyra,1
17.44,03/22/2020-23:44:12,Temperature,C,BME280,2
34.92,03/22/2020-23:44:12,Humidity,%,BME280,2
840.56,03/22/2020-23:44:12,Pressure,hPa,BME280,2
1548.29,03/22/2020-23:44:12,Elevation,m,BME280,2
203.180212,03/22/2020-17:44:13,solar irradiance,w/m^2,ADC1115_Pyra,1
0.04025,03/22/2020-17:44:13,raw Voltage,V,ADC1115_Pyra,1
17.44,03/22/2020-23:44:14,Temperature,C,BME280,2
35.02,03/22/2020-23:44:14,Humidity,%,BME280,2
840.62,03/22/2020-23:44:14,Pressure,hPa,BME280,2
1547.87,03/22/2020-23:44:14,Elevation,m,BME280,2
202.5492176,03/22/2020-17:44:14,solar irradiance,w/m^2,ADC1115_Pyra,1
0.040125,03/22/2020-17:44:14,raw Voltage,V,ADC1115_Pyra,1
202.5492176,03/22/2020-17:44:15,solar irradiance,w/m^2,ADC1115_Pyra,1
0.040125,03/22/2020-17:44:15,raw Voltage,V,ADC1115_Pyra,1
17.44,03/22/2020-23:44:15,Temperature,C,BME280,2
34.87,03/22/2020-23:44:15,Humidity,%,BME280,2
840.61,03/22/2020-23:44:15,Pressure,hPa,BME280,2
1547.96,03/22/2020-23:44:15,Elevation,m,BME280,2
202.5492176,03/22/2020-17:44:16,solar irradiance,w/m^2,ADC1115_Pyra,1
0.040125,03/22/2020-17:44:16,raw Voltage,V,ADC1115_Pyra,1
17.45,03/22/2020-23:44:16,Temperature,C,BME280,2
35.08,03/22/2020-23:44:16,Humidity,%,BME280,2
840.59,03/22/2020-23:44:16,Pressure,hPa,BME280,2
1548.85,03/22/2020-23:44:16,Elevation,m,BME280,2
202.5492176,03/22/2020-17:44:17,solar irradiance,w/m^2,ADC1115_Pyra,1
0.040125,03/22/2020-17:44:17,raw Voltage,V,ADC1115_Pyra,1
17.44,03/22/2020-23:44:17,Temperature,C,BME280,2
35.05,03/22/2020-23:44:17,Humidity,%,BME280,2
840.56,03/22/2020-23:44:17,Pressure,hPa,BME280,2
1548.36,03/22/2020-23:44:17,Elevation,m,BME280,2
202.5492176,03/22/2020-17:44:18,solar irradiance,w/m^2,ADC1115_Pyra,1
0.040125,03/22/2020-17:44:18,raw Voltage,V,ADC1115_Pyra,1
17.43,03/22/2020-23:44:18,Temperature,C,BME280,2
34.94,03/22/2020-23:44:18,Humidity,%,BME280,2
840.63,03/22/2020-23:44:18,Pressure,hPa,BME280,2
1547.88,03/22/2020-23:44:18,Elevation,m,BME280,2
202.5492176,03/22/2020-17:44:19,solar irradiance,w/m^2,ADC1115_Pyra,1
0.040125,03/22/2020-17:44:19,raw Voltage,V,ADC1115_Pyra,1
17.42,03/22/2020-23:44:20,Temperature,C,BME280,2
34.99,03/22/2020-23:44:20,Humidity,%,BME280,2
840.72,03/22/2020-23:44:20,Pressure,hPa,BME280,2
1547.11,03/22/2020-23:44:20,Elevation,m,BME280,2
202.5492176,03/22/2020-17:44:20,solar irradiance,w/m^2,ADC1115_Pyra,1
0.040125,03/22/2020-17:44:20,raw Voltage,V,ADC1115_Pyra,1
17.43,03/22/2020-23:44:21,Temperature,C,BME280,2
35.04,03/22/2020-23:44:21,Humidity,%,BME280,2
840.68,03/22/2020-23:44:21,Pressure,hPa,BME280,2
1547.26,03/22/2020-23:44:21,Elevation,m,BME280,2
201.9182231,03/22/2020-17:44:21,solar irradiance,w/m^2,ADC1115_Pyra,1
0.04,03/22/2020-17:44:21,raw Voltage,V,ADC1115_Pyra,1
17.43,03/22/2020-23:44:22,Temperature,C,BME280,2
35,03/22/2020-23:44:22,Humidity,%,BME280,2
840.66,03/22/2020-23:44:22,Pressure,hPa,BME280,2
1547.5,03/22/2020-23:44:22,Elevation,m,BME280,2
201.9182231,03/22/2020-17:44:22,solar irradiance,w/m^2,ADC1115_Pyra,1
0.04,03/22/2020-17:44:22,raw Voltage,V,ADC1115_Pyra,1
202.5492176,03/22/2020-17:44:23,solar irradiance,w/m^2,ADC1115_Pyra,1
0.040125,03/22/2020-17:44:23,raw Voltage,V,ADC1115_Pyra,1
17.43,03/22/2020-23:44:23,Temperature,C,BME280,2
34.91,03/22/2020-23:44:23,Humidity,%,BME280,2
840.78,03/22/2020-23:44:23,Pressure,hPa,BME280,2
1546.42,03/22/2020-23:44:23,Elevation,m,BME280,2
201.9182231,03/22/2020-17:44:24,solar irradiance,w/m^2,ADC1115_Pyra,1
0.04,03/22/2020-17:44:24,raw Voltage,V,ADC1115_Pyra,1
17.43,03/22/2020-23:44:24,Temperature,C,BME280,2
35.07,03/22/2020-23:44:24,Humidity,%,BME280,2
840.68,03/22/2020-23:44:24,Pressure,hPa,BME280,2
1547.54,03/22/2020-23:44:24,Elevation,m,BME280,2
201.9182231,03/22/2020-17:44:25,solar irradiance,w/m^2,ADC1115_Pyra,1
0.04,03/22/2020-17:44:25,raw Voltage,V,ADC1115_Pyra,1
17.43,03/22/2020-23:44:25,Temperature,C,BME280,2
35.16,03/22/2020-23:44:25,Humidity,%,BME280,2
840.69,03/22/2020-23:44:25,Pressure,hPa,BME280,2
1546.93,03/22/2020-23:44:25,Elevation,m,BME280,2
201.9182231,03/22/2020-17:44:26,solar irradiance,w/m^2,ADC1115_Pyra,1
0.04,03/22/2020-17:44:26,raw Voltage,V,ADC1115_Pyra,1
17.42,03/22/2020-23:44:27,Temperature,C,BME280,2
35.09,03/22/2020-23:44:27,Humidity,%,BME280,2
840.77,03/22/2020-23:44:27,Pressure,hPa,BME280,2
1546.59,03/22/2020-23:44:27,Elevation,m,BME280,2
201.9182231,03/22/2020-17:44:27,solar irradiance,w/m^2,ADC1115_Pyra,1
0.04,03/22/2020-17:44:27,raw Voltage,V,ADC1115_Pyra,1
17.43,03/22/2020-23:44:28,Temperature,C,BME280,2
34.94,03/22/2020-23:44:28,Humidity,%,BME280,2
840.68,03/22/2020-23:44:28,Pressure,hPa,BME280,2
1547.18,03/22/2020-23:44:28,Elevation,m,BME280,2
201.9182231,03/22/2020-17:44:28,solar irradiance,w/m^2,ADC1115_Pyra,1
0.04,03/22/2020-17:44:28,raw Voltage,V,ADC1115_Pyra,1
17.43,03/22/2020-23:44:29,Temperature,C,BME280,2
35.01,03/22/2020-23:44:29,Humidity,%,BME280,2
840.64,03/22/2020-23:44:29,Pressure,hPa,BME280,2
1547.86,03/22/2020-23:44:29,Elevation,m,BME280,2
201.9182231,03/22/2020-17:44:29,solar irradiance,w/m^2,ADC1115_Pyra,1
0.04,03/22/2020-17:44:29,raw Voltage,V,ADC1115_Pyra,1
201.9182231,03/22/2020-17:44:30,solar irradiance,w/m^2,ADC1115_Pyra,1
0.04,03/22/2020-17:44:30,raw Voltage,V,ADC1115_Pyra,1
17.43,03/22/2020-23:44:30,Temperature,C,BME280,2
34.95,03/22/2020-23:44:30,Humidity,%,BME280,2
840.64,03/22/2020-23:44:30,Pressure,hPa,BME280,2
1547.61,03/22/2020-23:44:30,Elevation,m,BME280,2
200.6562342,03/22/2020-17:44:31,solar irradiance,w/m^2,ADC1115_Pyra,1
0.03975,03/22/2020-17:44:31,raw Voltage,V,ADC1115_Pyra,1
17.43,03/22/2020-23:44:31,Temperature,C,BME280,2
34.86,03/22/2020-23:44:31,Humidity,%,BME280,2
840.64,03/22/2020-23:44:31,Pressure,hPa,BME280,2
1547.53,03/22/2020-23:44:31,Elevation,m,BME280,2
201.2872287,03/22/2020-17:44:32,solar irradiance,w/m^2,ADC1115_Pyra,1
0.039875,03/22/2020-17:44:32,raw Voltage,V,ADC1115_Pyra,1
17.43,03/22/2020-23:44:32,Temperature,C,BME280,2
35,03/22/2020-23:44:32,Humidity,%,BME280,2
840.64,03/22/2020-23:44:32,Pressure,hPa,BME280,2
1547.5,03/22/2020-23:44:32,Elevation,m,BME280,2
201.2872287,03/22/2020-17:44:33,solar irradiance,w/m^2,ADC1115_Pyra,1
0.039875,03/22/2020-17:44:33,raw Voltage,V,ADC1115_Pyra,1
17.42,03/22/2020-23:44:34,Temperature,C,BME280,2
35.01,03/22/2020-23:44:34,Humidity,%,BME280,2
840.64,03/22/2020-23:44:34,Pressure,hPa,BME280,2
1548.06,03/22/2020-23:44:34,Elevation,m,BME280,2
201.2872287,03/22/2020-17:44:34,solar irradiance,w/m^2,ADC1115_Pyra,1
0.039875,03/22/2020-17:44:34,raw Voltage,V,ADC1115_Pyra,1
17.42,03/22/2020-23:44:35,Temperature,C,BME280,2
35.04,03/22/2020-23:44:35,Humidity,%,BME280,2
840.59,03/22/2020-23:44:35,Pressure,hPa,BME280,2
1548.17,03/22/2020-23:44:35,Elevation,m,BME280,2
201.2872287,03/22/2020-17:44:35,solar irradiance,w/m^2,ADC1115_Pyra,1
0.039875,03/22/2020-17:44:35,raw Voltage,V,ADC1115_Pyra,1
17.42,03/22/2020-23:44:36,Temperature,C,BME280,2
35.05,03/22/2020-23:44:36,Humidity,%,BME280,2
840.69,03/22/2020-23:44:36,Pressure,hPa,BME280,2
1547,03/22/2020-23:44:36,Elevation,m,BME280,2
201.2872287,03/22/2020-17:44:36,solar irradiance,w/m^2,ADC1115_Pyra,1
0.039875,03/22/2020-17:44:36,raw Voltage,V,ADC1115_Pyra,1
201.2872287,03/22/2020-17:44:37,solar irradiance,w/m^2,ADC1115_Pyra,1
0.039875,03/22/2020-17:44:37,raw Voltage,V,ADC1115_Pyra,1
17.43,03/22/2020-23:44:37,Temperature,C,BME280,2
34.99,03/22/2020-23:44:37,Humidity,%,BME280,2
840.63,03/22/2020-23:44:37,Pressure,hPa,BME280,2
1547.21,03/22/2020-23:44:37,Elevation,m,BME280,2
201.2872287,03/22/2020-17:44:38,solar irradiance,w/m^2,ADC1115_Pyra,1
0.039875,03/22/2020-17:44:38,raw Voltage,V,ADC1115_Pyra,1
17.43,03/22/2020-23:44:38,Temperature,C,BME280,2
34.89,03/22/2020-23:44:38,Humidity,%,BME280,2
840.74,03/22/2020-23:44:38,Pressure,hPa,BME280,2
1546.9,03/22/2020-23:44:38,Elevation,m,BME280,2
201.2872287,03/22/2020-17:44:39,solar irradiance,w/m^2,ADC1115_Pyra,1
0.039875,03/22/2020-17:44:39,raw Voltage,V,ADC1115_Pyra,1
17.42,03/22/2020-23:44:40,Temperature,C,BME280,2
34.9,03/22/2020-23:44:40,Humidity,%,BME280,2
840.76,03/22/2020-23:44:40,Pressure,hPa,BME280,2
1546.71,03/22/2020-23:44:40,Elevation,m,BME280,2
201.2872287,03/22/2020-17:44:40,solar irradiance,w/m^2,ADC1115_Pyra,1
0.039875,03/22/2020-17:44:40,raw Voltage,V,ADC1115_Pyra,1
17.42,03/22/2020-23:44:41,Temperature,C,BME280,2
34.8,03/22/2020-23:44:41,Humidity,%,BME280,2
840.7,03/22/2020-23:44:41,Pressure,hPa,BME280,2
1547.22,03/22/2020-23:44:41,Elevation,m,BME280,2
201.2872287,03/22/2020-17:44:41,solar irradiance,w/m^2,ADC1115_Pyra,1
0.039875,03/22/2020-17:44:41,raw Voltage,V,ADC1115_Pyra,1
17.42,03/22/2020-23:44:42,Temperature,C,BME280,2
34.98,03/22/2020-23:44:42,Humidity,%,BME280,2
840.69,03/22/2020-23:44:42,Pressure,hPa,BME280,2
1547.2,03/22/2020-23:44:42,Elevation,m,BME280,2
201.2872287,03/22/2020-17:44:42,solar irradiance,w/m^2,ADC1115_Pyra,1
0.039875,03/22/2020-17:44:42,raw Voltage,V,ADC1115_Pyra,1
17.42,03/22/2020-23:44:43,Temperature,C,BME280,2
34.82,03/22/2020-23:44:43,Humidity,%,BME280,2
840.67,03/22/2020-23:44:43,Pressure,hPa,BME280,2
1547.47,03/22/2020-23:44:43,Elevation,m,BME280,2
201.2872287,03/22/2020-17:44:43,solar irradiance,w/m^2,ADC1115_Pyra,1
0.039875,03/22/2020-17:44:43,raw Voltage,V,ADC1115_Pyra,1
200.6562342,03/22/2020-17:44:44,solar irradiance,w/m^2,ADC1115_Pyra,1
0.03975,03/22/2020-17:44:44,raw Voltage,V,ADC1115_Pyra,1
17.42,03/22/2020-23:44:44,Temperature,C,BME280,2
34.99,03/22/2020-23:44:44,Humidity,%,BME280,2
840.59,03/22/2020-23:44:44,Pressure,hPa,BME280,2
1548.42,03/22/2020-23:44:44,Elevation,m,BME280,2
200.6562342,03/22/2020-17:44:45,solar irradiance,w/m^2,ADC1115_Pyra,1
0.03975,03/22/2020-17:44:45,raw Voltage,V,ADC1115_Pyra,1
17.42,03/22/2020-23:44:45,Temperature,C,BME280,2
35.05,03/22/2020-23:44:45,Humidity,%,BME280,2
840.62,03/22/2020-23:44:45,Pressure,hPa,BME280,2
1548.16,03/22/2020-23:44:45,Elevation,m,BME280,2
200.6562342,03/22/2020-17:44:46,solar irradiance,w/m^2,ADC1115_Pyra,1
0.03975,03/22/2020-17:44:46,raw Voltage,V,ADC1115_Pyra,1
17.42,03/22/2020-23:44:47,Temperature,C,BME280,2
34.94,03/22/2020-23:44:47,Humidity,%,BME280,2
840.66,03/22/2020-23:44:47,Pressure,hPa,BME280,2
1548.1,03/22/2020-23:44:47,Elevation,m,BME280,2
200.0252398,03/22/2020-17:44:47,solar irradiance,w/m^2,ADC1115_Pyra,1
0.039625,03/22/2020-17:44:47,raw Voltage,V,ADC1115_Pyra,1
17.41,03/22/2020-23:44:48,Temperature,C,BME280,2
34.95,03/22/2020-23:44:48,Humidity,%,BME280,2
840.71,03/22/2020-23:44:48,Pressure,hPa,BME280,2
1547.47,03/22/2020-23:44:48,Elevation,m,BME280,2
200.6562342,03/22/2020-17:44:48,solar irradiance,w/m^2,ADC1115_Pyra,1
0.03975,03/22/2020-17:44:48,raw Voltage,V,ADC1115_Pyra,1
17.42,03/22/2020-23:44:49,Temperature,C,BME280,2
34.96,03/22/2020-23:44:49,Humidity,%,BME280,2
840.58,03/22/2020-23:44:49,Pressure,hPa,BME280,2
1548.24,03/22/2020-23:44:49,Elevation,m,BME280,2
200.0252398,03/22/2020-17:44:49,solar irradiance,w/m^2,ADC1115_Pyra,1
0.039625,03/22/2020-17:44:49,raw Voltage,V,ADC1115_Pyra,1
17.41,03/22/2020-23:44:50,Temperature,C,BME280,2
34.91,03/22/2020-23:44:50,Humidity,%,BME280,2
840.61,03/22/2020-23:44:50,Pressure,hPa,BME280,2
1548.66,03/22/2020-23:44:50,Elevation,m,BME280,2
200.0252398,03/22/2020-17:44:50,solar irradiance,w/m^2,ADC1115_Pyra,1
0.039625,03/22/2020-17:44:50,raw Voltage,V,ADC1115_Pyra,1
17.41,03/22/2020-23:44:51,Temperature,C,BME280,2
34.91,03/22/2020-23:44:51,Humidity,%,BME280,2
840.56,03/22/2020-23:44:51,Pressure,hPa,BME280,2
1548.57,03/22/2020-23:44:51,Elevation,m,BME280,2
200.0252398,03/22/2020-17:44:51,solar irradiance,w/m^2,ADC1115_Pyra,1
0.039625,03/22/2020-17:44:51,raw Voltage,V,ADC1115_Pyra,1
200.0252398,03/22/2020-17:44:52,solar irradiance,w/m^2,ADC1115_Pyra,1
0.039625,03/22/2020-17:44:52,raw Voltage,V,ADC1115_Pyra,1
17.42,03/22/2020-23:44:52,Temperature,C,BME280,2
34.81,03/22/2020-23:44:52,Humidity,%,BME280,2
840.58,03/22/2020-23:44:52,Pressure,hPa,BME280,2
1548.37,03/22/2020-23:44:52,Elevation,m,BME280,2
200.6562342,03/22/2020-17:44:53,solar irradiance,w/m^2,ADC1115_Pyra,1
0.03975,03/22/2020-17:44:53,raw Voltage,V,ADC1115_Pyra,1
17.42,03/22/2020-23:44:54,Temperature,C,BME280,2
